state,year,month,collection_centres,estimated_generation,estimated_collected,collection_percentage,recycling_efficiency_score,growth_rate,demand_level,priority_level
Madhya Pradesh,2022,2,95,6661.86,1787.65,26.83,26.83,-27.01,High,Low
Madhya Pradesh,2023,2,95,2188.39,546.68,24.98,24.98,-67.15,Medium,Medium
Madhya Pradesh,2024,2,95,9801.35,2439.12,24.89,24.89,347.88,High,Medium
Madhya Pradesh,2017,3,95,2693.67,263.13,9.77,9.77,0.0,Medium,High
Madhya Pradesh,2018,3,95,327.84,73.04,22.28,22.28,-87.83,Low,Medium
Madhya Pradesh,2019,3,95,1917.48,435.56,22.72,22.72,484.88,Medium,Medium
Madhya Pradesh,2020,3,95,3984.13,1096.26,27.52,27.52,107.78,Medium,Low
Madhya Pradesh,2021,3,95,6992.86,1809.36,25.87,25.87,75.52,High,Medium
Madhya Pradesh,2022,3,95,8041.3,2098.64,26.1,26.1,14.99,High,Medium
Madhya Pradesh,2023,3,95,8012.87,2094.93,26.14,26.14,-0.35,High,Medium
Madhya Pradesh,2024,3,95,1716.49,449.14,26.17,26.17,-78.58,Medium,Medium
Madhya Pradesh,2017,4,95,1103.14,104.82,9.5,9.5,0.0,Medium,High
Madhya Pradesh,2018,4,95,1247.95,282.15,22.61,22.61,13.13,Medium,Medium
Madhya Pradesh,2019,4,95,3829.9,844.64,22.05,22.05,206.9,Medium,Medium
Madhya Pradesh,2020,4,95,4340.96,1231.7,28.37,28.37,13.34,High,Low
Madhya Pradesh,2021,4,95,5619.27,1463.74,26.05,26.05,29.45,High,Medium
Madhya Pradesh,2022,4,95,5997.98,1685.93,28.11,28.11,6.74,High,Low
Madhya Pradesh,2023,4,95,2760.14,713.62,25.85,25.85,-53.98,Medium,Medium
Madhya Pradesh,2024,4,95,14026.17,3815.13,27.2,27.2,408.17,High,Low
Madhya Pradesh,2017,5,95,194.45,19.34,9.94,9.95,0.0,Low,High
Madhya Pradesh,2018,5,95,3908.06,862.53,22.07,22.07,1909.8,Medium,Medium
Madhya Pradesh,2019,5,95,3132.3,644.84,20.59,20.59,-19.85,Medium,High
Madhya Pradesh,2020,5,95,333.81,90.35,27.07,27.07,-89.34,Low,Low
Madhya Pradesh,2021,5,95,2643.14,734.84,27.8,27.8,691.81,Medium,Low
Madhya Pradesh,2022,5,95,7869.62,2122.34,26.97,26.97,197.74,High,Low
Madhya Pradesh,2023,5,95,3976.45,991.29,24.93,24.93,-49.47,Medium,Medium
Madhya Pradesh,2024,5,95,5455.62,1414.51,25.93,25.93,37.2,High,Medium
Madhya Pradesh,2017,6,95,1475.09,147.32,9.99,9.99,0.0,Medium,High
Madhya Pradesh,2018,6,95,3127.42,661.13,21.14,21.14,112.02,Medium,High
Madhya Pradesh,2019,6,95,3901.63,783.41,20.08,20.08,24.76,Medium,High
Madhya Pradesh,2020,6,95,1385.46,380.76,27.48,27.48,-64.49,Medium,Low
Madhya Pradesh,2021,6,95,6603.58,1908.16,28.9,28.9,376.63,High,Low
Madhya Pradesh,2022,6,95,4655.63,1253.44,26.92,26.92,-29.5,High,Low
Madhya Pradesh,2023,6,95,8137.39,2174.43,26.72,26.72,74.79,High,Low
Madhya Pradesh,2024,6,95,3267.49,906.25,27.74,27.74,-59.85,Medium,Low
Madhya Pradesh,2017,7,95,6473.42,634.86,9.81,9.81,0.0,High,High
Madhya Pradesh,2018,7,95,114.68,25.95,22.63,22.63,-98.23,Low,Medium
Madhya Pradesh,2019,7,95,812.12,185.61,22.86,22.85,608.16,Medium,Medium
Madhya Pradesh,2020,7,95,3795.03,957.07,25.22,25.22,367.3,Medium,Medium
Madhya Pradesh,2021,7,95,1278.85,327.21,25.59,25.59,-66.3,Medium,Medium
Madhya Pradesh,2022,7,95,2996.42,710.12,23.7,23.7,134.31,Medium,Medium
Madhya Pradesh,2023,7,95,704.07,179.84,25.54,25.54,-76.5,Low,Medium
Madhya Pradesh,2024,7,95,4239.82,1166.41,27.51,27.51,502.19,High,Low
Madhya Pradesh,2017,8,95,3856.11,357.1,9.26,9.26,0.0,Medium,High
Madhya Pradesh,2018,8,95,7013.54,1419.84,20.24,20.24,81.88,High,High
Madhya Pradesh,2019,8,95,2575.38,565.68,21.96,21.96,-63.28,Medium,Medium
Madhya Pradesh,2020,8,95,7120.01,1742.3,24.47,24.47,176.46,High,Medium
Madhya Pradesh,2021,8,95,4787.0,1344.93,28.1,28.1,-32.77,High,Low
Madhya Pradesh,2022,8,95,2144.51,566.98,26.44,26.44,-55.2,Medium,Medium
Madhya Pradesh,2023,8,95,2863.57,776.28,27.11,27.11,33.53,Medium,Low
Madhya Pradesh,2024,8,95,2830.95,775.02,27.38,27.38,-1.14,Medium,Low
Madhya Pradesh,2017,9,95,1837.26,179.91,9.79,9.79,0.0,Medium,High
Madhya Pradesh,2018,9,95,2218.26,460.07,20.74,20.74,20.74,Medium,High
Madhya Pradesh,2019,9,95,1591.53,349.73,21.97,21.97,-28.25,Medium,Medium
Madhya Pradesh,2020,9,95,5826.83,1577.68,27.08,27.08,266.11,High,Low
Madhya Pradesh,2021,9,95,3765.63,895.01,23.77,23.77,-35.37,Medium,Medium
Madhya Pradesh,2022,9,95,4268.85,1084.23,25.4,25.4,13.36,High,Medium
Madhya Pradesh,2023,9,95,6226.26,1546.86,24.84,24.84,45.85,High,Medium
Madhya Pradesh,2024,9,95,4522.21,1156.44,25.57,25.57,-27.37,High,Medium
Madhya Pradesh,2017,10,95,394.49,40.38,10.24,10.24,0.0,Low,High
Madhya Pradesh,2018,10,95,2249.89,465.08,20.67,20.67,470.33,Medium,High
Madhya Pradesh,2019,10,95,165.01,38.59,23.39,23.39,-92.67,Low,Medium
Madhya Pradesh,2020,10,95,3333.52,883.87,26.51,26.51,1920.19,Medium,Medium
Madhya Pradesh,2021,10,95,786.96,197.28,25.07,25.07,-76.39,Medium,Medium
Madhya Pradesh,2022,10,95,2194.8,543.53,24.76,24.76,178.9,Medium,Medium
Madhya Pradesh,2023,10,95,7217.11,2057.23,28.5,28.5,228.83,High,Low
Madhya Pradesh,2024,10,95,1820.23,450.7,24.76,24.76,-74.78,Medium,Medium
Madhya Pradesh,2017,11,95,203.34,19.05,9.37,9.37,0.0,Low,High
Madhya Pradesh,2018,11,95,1180.09,270.14,22.89,22.89,480.35,Medium,Medium
Madhya Pradesh,2019,11,95,4912.93,1175.43,23.93,23.93,316.32,High,Medium
Madhya Pradesh,2020,11,95,6247.15,1631.24,26.11,26.11,27.16,High,Medium
Madhya Pradesh,2021,11,95,5268.1,1337.14,25.38,25.38,-15.67,High,Medium
Madhya Pradesh,2022,11,95,6364.89,1634.51,25.68,25.68,20.82,High,Medium
Madhya Pradesh,2023,11,95,6405.53,1606.02,25.07,25.07,0.64,High,Medium
Madhya Pradesh,2024,11,95,3358.12,851.99,25.37,25.37,-47.57,Medium,Medium
Madhya Pradesh,2017,12,95,1977.36,211.02,10.67,10.67,0.0,Medium,High
Madhya Pradesh,2018,12,95,1414.27,321.64,22.74,22.74,-28.48,Medium,Medium
Madhya Pradesh,2019,12,95,4075.95,908.59,22.29,22.29,188.2,High,Medium
Madhya Pradesh,2020,12,95,3314.73,877.58,26.48,26.48,-18.68,Medium,Medium
Madhya Pradesh,2021,12,95,2380.97,591.84,24.86,24.86,-28.17,Medium,Medium
Madhya Pradesh,2022,12,95,2228.3,594.28,26.67,26.67,-6.41,Medium,Low
Madhya Pradesh,2023,12,95,3936.75,1044.68,26.54,26.54,76.67,Medium,Medium
Madhya Pradesh,2024,12,95,9672.17,2556.44,26.43,26.43,145.69,High,Medium
Maharashtra,2017,1,384,5448.06,517.11,9.49,9.49,0.0,High,High
Maharashtra,2018,1,384,11607.5,2668.35,22.99,22.99,113.06,High,Medium
Maharashtra,2019,1,384,23152.66,5226.79,22.58,22.58,99.46,High,Medium
Maharashtra,2020,1,384,6575.9,1541.01,23.43,23.43,-71.6,High,Medium
Maharashtra,2021,1,384,1717.76,420.86,24.5,24.5,-73.88,Medium,Medium
Maharashtra,2022,1,384,3837.29,1017.8,26.52,26.52,123.39,Medium,Medium
Maharashtra,2023,1,384,3173.08,757.92,23.89,23.89,-17.31,Medium,Medium
Maharashtra,2024,1,384,30373.82,7801.41,25.68,25.68,857.23,High,Medium
Maharashtra,2017,2,384,3155.41,336.59,10.67,10.67,0.0,Medium,High
Maharashtra,2018,2,384,11100.67,2391.82,21.55,21.55,251.8,High,High
Maharashtra,2019,2,384,18252.37,3772.65,20.67,20.67,64.43,High,High
Maharashtra,2020,2,384,32409.42,8775.47,27.08,27.08,77.56,High,Low
Maharashtra,2021,2,384,8521.45,2226.73,26.13,26.13,-73.71,High,Medium
Maharashtra,2022,2,384,55245.2,14019.56,25.38,25.38,548.31,High,Medium
Maharashtra,2023,2,384,25183.63,7016.2,27.86,27.86,-54.41,High,Low
Maharashtra,2024,2,384,26333.0,6852.5,26.02,26.02,4.56,High,Medium
Maharashtra,2017,3,384,28152.39,2811.0,9.98,9.98,0.0,High,High
Maharashtra,2018,3,384,2850.8,622.79,21.85,21.85,-89.87,Medium,Medium
Maharashtra,2019,3,384,8527.37,1875.59,21.99,21.99,199.12,High,Medium
Maharashtra,2020,3,384,41056.97,10688.03,26.03,26.03,381.47,High,Medium
Maharashtra,2021,3,384,22841.4,5588.1,24.46,24.46,-44.37,High,Medium
Maharashtra,2022,3,384,25644.83,6796.78,26.5,26.5,12.27,High,Medium
Maharashtra,2023,3,384,3480.77,888.47,25.52,25.53,-86.43,Medium,Medium
Maharashtra,2024,3,384,8538.46,2240.14,26.24,26.24,145.3,High,Medium
Maharashtra,2017,4,384,12018.96,1224.32,10.19,10.19,0.0,High,High
Maharashtra,2018,4,384,5303.37,1205.1,22.72,22.72,-55.87,High,Medium
Maharashtra,2019,4,384,19457.61,4551.08,23.39,23.39,266.89,High,Medium
Maharashtra,2020,4,384,14202.72,3824.01,26.92,26.92,-27.01,High,Low
Maharashtra,2021,4,384,15890.05,4251.18,26.75,26.75,11.88,High,Low
Maharashtra,2022,4,384,16883.72,4140.07,24.52,24.52,6.25,High,Medium
Maharashtra,2023,4,384,16769.01,4230.6,25.23,25.23,-0.68,High,Medium
Maharashtra,2024,4,384,24063.87,6297.14,26.17,26.17,43.5,High,Medium
Maharashtra,2017,5,384,2918.98,276.33,9.47,9.47,0.0,Medium,High
Maharashtra,2018,5,384,4762.51,1033.34,21.7,21.7,63.16,High,Medium
Maharashtra,2019,5,384,16763.55,3713.98,22.16,22.16,251.99,High,Medium
Maharashtra,2020,5,384,3605.25,912.92,25.32,25.32,-78.49,Medium,Medium
Maharashtra,2021,5,384,31384.27,8600.36,27.4,27.4,770.52,High,Low
Maharashtra,2022,5,384,9531.93,2421.56,25.4,25.4,-69.63,High,Medium
Maharashtra,2023,5,384,33100.69,8875.64,26.81,26.81,247.26,High,Low
Maharashtra,2024,5,384,21922.02,5833.18,26.61,26.61,-33.77,High,Medium
Maharashtra,2017,6,384,1958.87,181.6,9.27,9.27,0.0,Medium,High
Maharashtra,2018,6,384,2488.38,514.87,20.69,20.69,27.03,Medium,High
Maharashtra,2019,6,384,2214.35,504.23,22.77,22.77,-11.01,Medium,Medium
Maharashtra,2020,6,384,4065.97,1061.97,26.12,26.12,83.62,High,Medium
Maharashtra,2021,6,384,18731.01,5015.5,26.78,26.78,360.68,High,Low
Maharashtra,2022,6,384,1934.99,528.09,27.29,27.29,-89.67,Medium,Low
Maharashtra,2023,6,384,6675.1,1617.56,24.23,24.23,244.97,High,Medium
Maharashtra,2024,6,384,5856.82,1589.53,27.14,27.14,-12.26,High,Low
Maharashtra,2017,7,384,2726.57,261.52,9.59,9.59,0.0,Medium,High
Maharashtra,2018,7,384,4671.18,969.12,20.75,20.75,71.32,High,High
Maharashtra,2019,7,384,9064.16,1981.27,21.86,21.86,94.04,High,Medium
Maharashtra,2020,7,384,20174.74,5470.14,27.11,27.11,122.58,High,Low
Maharashtra,2021,7,384,11805.82,3053.72,25.87,25.87,-41.48,High,Medium
Maharashtra,2022,7,384,18995.54,5205.8,27.41,27.41,60.9,High,Low
Maharashtra,2023,7,384,18014.95,4447.59,24.69,24.69,-5.16,High,Medium
Maharashtra,2024,7,384,66413.29,17634.25,26.55,26.55,268.66,High,Medium
Maharashtra,2017,8,384,9513.58,933.42,9.81,9.81,0.0,High,High
Maharashtra,2018,8,384,17379.12,3732.31,21.48,21.48,82.68,High,High
Maharashtra,2019,8,384,4554.11,959.49,21.07,21.07,-73.8,High,High
Maharashtra,2020,8,384,1175.61,355.71,30.26,30.26,-74.19,Medium,Low
Maharashtra,2021,8,384,7276.62,1922.2,26.42,26.42,518.97,High,Medium
Maharashtra,2022,8,384,32419.16,8919.62,27.51,27.51,345.52,High,Low
Maharashtra,2023,8,384,31492.09,8112.39,25.76,25.76,-2.86,High,Medium
Maharashtra,2024,8,384,13780.25,3669.91,26.63,26.63,-56.24,High,Medium
Maharashtra,2017,9,384,9667.44,903.64,9.35,9.35,0.0,High,High
Maharashtra,2018,9,384,2177.24,432.25,19.85,19.85,-77.48,Medium,High
Maharashtra,2019,9,384,4503.9,994.25,22.08,22.08,106.86,High,Medium
Maharashtra,2020,9,384,18749.6,5107.45,27.24,27.24,316.3,High,Low
Maharashtra,2021,9,384,39658.75,10822.71,27.29,27.29,111.52,High,Low
Maharashtra,2022,9,384,25070.68,6794.8,27.1,27.1,-36.78,High,Low
Maharashtra,2023,9,384,66563.68,17967.73,26.99,26.99,165.5,High,Low
Maharashtra,2024,9,384,6026.69,1445.26,23.98,23.98,-90.95,High,Medium
Maharashtra,2017,10,384,12114.29,1195.41,9.87,9.87,0.0,High,High
Maharashtra,2018,10,384,8430.09,1776.28,21.07,21.07,-30.41,High,High
Maharashtra,2019,10,384,2394.89,540.18,22.56,22.56,-71.59,Medium,Medium
Maharashtra,2020,10,384,13472.21,3377.79,25.07,25.07,462.54,High,Medium
Maharashtra,2021,10,384,10640.17,2713.24,25.5,25.5,-21.02,High,Medium
Maharashtra,2022,10,384,6234.91,1631.02,26.16,26.16,-41.4,High,Medium
Maharashtra,2023,10,384,17330.78,4560.89,26.32,26.32,177.96,High,Medium
Maharashtra,2024,10,384,15801.82,4125.3,26.11,26.11,-8.82,High,Medium
Maharashtra,2017,11,384,2311.36,208.93,9.04,9.04,0.0,Medium,High
Maharashtra,2018,11,384,17639.56,3948.84,22.39,22.39,663.17,High,Medium
Maharashtra,2019,11,384,10189.56,2189.14,21.48,21.48,-42.23,High,High
Maharashtra,2020,11,384,12687.01,3251.39,25.63,25.63,24.51,High,Medium
Maharashtra,2021,11,384,5920.29,1548.25,26.15,26.15,-53.34,High,Medium
Maharashtra,2022,11,384,6928.43,1872.37,27.02,27.02,17.03,High,Low
Maharashtra,2023,11,384,8817.96,2291.92,25.99,25.99,27.27,High,Medium
Maharashtra,2024,11,384,18394.56,4904.98,26.67,26.67,108.6,High,Low
Maharashtra,2017,12,384,6895.46,642.64,9.32,9.32,0.0,High,High
Maharashtra,2018,12,384,17054.88,3222.94,18.9,18.9,147.33,High,High
Maharashtra,2019,12,384,19723.54,4329.43,21.95,21.95,15.65,High,Medium
Maharashtra,2020,12,384,15960.8,4084.19,25.59,25.59,-19.08,High,Medium
Maharashtra,2021,12,384,44573.77,11489.68,25.78,25.78,179.27,High,Medium
Maharashtra,2022,12,384,17323.51,4591.74,26.51,26.51,-61.14,High,Medium
Maharashtra,2023,12,384,8883.52,2289.55,25.77,25.77,-48.72,High,Medium
Maharashtra,2024,12,384,21415.72,5780.14,26.99,26.99,141.07,High,Low
Manipur,2017,1,17,265.59,24.02,9.04,9.04,0.0,Low,High
Manipur,2018,1,17,442.67,96.0,21.69,21.69,66.67,Low,Medium
Manipur,2019,1,17,1653.97,372.56,22.53,22.53,273.63,Medium,Medium
Manipur,2020,1,17,261.84,74.52,28.46,28.46,-84.17,Low,Low
Manipur,2021,1,17,968.16,235.15,24.29,24.29,269.75,Medium,Medium
Manipur,2022,1,17,120.78,30.33,25.11,25.11,-87.52,Low,Medium
Manipur,2023,1,17,541.63,150.78,27.84,27.84,348.44,Low,Low
Manipur,2024,1,17,1430.94,374.08,26.14,26.14,164.19,Medium,Medium
Manipur,2017,2,17,378.29,34.98,9.25,9.25,0.0,Low,High
Manipur,2018,2,17,182.31,36.39,19.96,19.96,-51.81,Low,High
Manipur,2019,2,17,272.24,59.21,21.75,21.75,49.33,Low,Medium
Manipur,2020,2,17,1272.92,343.9,27.02,27.02,367.57,Medium,Low
Manipur,2021,2,17,135.0,38.01,28.16,28.16,-89.39,Low,Low
Manipur,2022,2,17,285.49,78.8,27.6,27.6,111.47,Low,Low
Manipur,2023,2,17,1203.72,297.58,24.72,24.72,321.63,Medium,Medium
Manipur,2024,2,17,496.49,135.85,27.36,27.36,-58.75,Low,Low
Manipur,2017,3,17,980.09,96.91,9.89,9.89,0.0,Medium,High
Manipur,2018,3,17,318.99,69.94,21.92,21.93,-67.45,Low,Medium
Manipur,2019,3,17,213.14,47.54,22.3,22.3,-33.18,Low,Medium
Manipur,2020,3,17,278.9,75.54,27.09,27.08,30.85,Low,Low
Manipur,2021,3,17,1176.08,289.27,24.6,24.6,321.69,Medium,Medium
Manipur,2022,3,17,588.98,137.45,23.34,23.34,-49.92,Low,Medium
Manipur,2023,3,17,789.52,208.52,26.41,26.41,34.05,Medium,Medium
Manipur,2024,3,17,302.84,82.92,27.38,27.38,-61.64,Low,Low
Manipur,2017,4,17,137.47,13.83,10.06,10.06,0.0,Low,High
Manipur,2018,4,17,424.63,87.87,20.69,20.69,208.89,Low,High
Manipur,2019,4,17,663.69,147.89,22.28,22.28,56.3,Low,Medium
Manipur,2020,4,17,791.46,214.48,27.1,27.1,19.25,Medium,Low
Manipur,2021,4,17,365.81,104.8,28.65,28.65,-53.78,Low,Low
Manipur,2022,4,17,949.74,263.05,27.7,27.7,159.63,Medium,Low
Manipur,2023,4,17,663.78,181.79,27.39,27.39,-30.11,Low,Low
Manipur,2024,4,17,587.74,158.38,26.95,26.95,-11.46,Low,Low
Manipur,2017,5,17,473.55,47.0,9.93,9.93,0.0,Low,High
Manipur,2018,5,17,176.93,36.71,20.75,20.75,-62.64,Low,High
Manipur,2019,5,17,91.08,19.39,21.29,21.29,-48.52,Low,High
Manipur,2020,5,17,668.72,171.46,25.64,25.64,634.21,Low,Medium
Manipur,2021,5,17,415.03,105.62,25.45,25.45,-37.94,Low,Medium
Manipur,2022,5,17,929.65,245.38,26.39,26.39,124.0,Medium,Medium
Manipur,2023,5,17,517.59,129.85,25.09,25.09,-44.32,Low,Medium
Manipur,2024,5,17,577.5,139.6,24.17,24.17,11.57,Low,Medium
Manipur,2017,6,17,179.97,17.17,9.54,9.54,0.0,Low,High
Manipur,2018,6,17,236.44,54.92,23.23,23.23,31.38,Low,Medium
Manipur,2019,6,17,668.44,153.85,23.02,23.02,182.71,Low,Medium
Manipur,2020,6,17,587.34,142.35,24.24,24.24,-12.13,Low,Medium
Manipur,2021,6,17,2491.65,690.97,27.73,27.73,324.23,Medium,Low
Manipur,2022,6,17,133.95,32.81,24.5,24.49,-94.62,Low,Medium
Manipur,2023,6,17,2746.5,722.87,26.32,26.32,1950.39,Medium,Medium
Manipur,2024,6,17,1202.37,315.21,26.22,26.22,-56.22,Medium,Medium
Manipur,2017,7,17,163.18,13.74,8.42,8.42,0.0,Low,High
Manipur,2018,7,17,747.86,161.92,21.65,21.65,358.3,Medium,High
Manipur,2019,7,17,676.77,148.63,21.96,21.96,-9.51,Low,Medium
Manipur,2020,7,17,1642.49,424.28,25.83,25.83,142.7,Medium,Medium
Manipur,2021,7,17,989.24,257.12,25.99,25.99,-39.77,Medium,Medium
Manipur,2022,7,17,1765.58,455.07,25.77,25.77,78.48,Medium,Medium
Manipur,2023,7,17,167.76,46.35,27.63,27.63,-90.5,Low,Low
Manipur,2024,7,17,809.26,223.11,27.57,27.57,382.39,Medium,Low
Manipur,2017,8,17,642.92,63.05,9.81,9.81,0.0,Low,High
Manipur,2018,8,17,595.91,121.28,20.35,20.35,-7.31,Low,High
Manipur,2019,8,17,280.6,57.52,20.5,20.5,-52.91,Low,High
Manipur,2020,8,17,684.61,181.68,26.54,26.54,143.98,Low,Medium
Manipur,2021,8,17,267.19,69.44,25.99,25.99,-60.97,Low,Medium
Manipur,2022,8,17,239.05,60.22,25.19,25.19,-10.53,Low,Medium
Manipur,2023,8,17,436.21,119.31,27.35,27.35,82.48,Low,Low
Manipur,2024,8,17,730.29,196.29,26.88,26.88,67.42,Medium,Low
Manipur,2017,9,17,300.61,30.58,10.17,10.17,0.0,Low,High
Manipur,2018,9,17,284.9,60.09,21.09,21.09,-5.23,Low,High
Manipur,2019,9,17,511.73,107.7,21.05,21.05,79.62,Low,High
Manipur,2020,9,17,486.15,124.95,25.7,25.7,-5.0,Low,Medium
Manipur,2021,9,17,1232.64,344.63,27.96,27.96,153.55,Medium,Low
Manipur,2022,9,17,2588.37,693.24,26.78,26.78,109.99,Medium,Low
Manipur,2023,9,17,750.11,187.76,25.03,25.03,-71.02,Medium,Medium
Manipur,2024,9,17,1567.9,416.05,26.54,26.54,109.02,Medium,Medium
Manipur,2017,10,17,373.55,41.47,11.1,11.1,0.0,Low,High
Manipur,2018,10,17,348.3,73.36,21.06,21.06,-6.76,Low,High
Manipur,2019,10,17,358.34,66.64,18.6,18.6,2.88,Low,High
Manipur,2020,10,17,482.16,119.84,24.85,24.85,34.55,Low,Medium
Manipur,2021,10,17,1005.38,267.43,26.6,26.6,108.52,Medium,Medium
Manipur,2022,10,17,969.52,259.42,26.76,26.76,-3.57,Medium,Low
Manipur,2023,10,17,135.11,36.57,27.07,27.07,-86.06,Low,Low
Manipur,2024,10,17,1951.6,521.64,26.73,26.73,1344.45,Medium,Low
Manipur,2017,11,17,192.09,18.4,9.58,9.58,0.0,Low,High
Manipur,2018,11,17,388.0,88.44,22.8,22.79,101.99,Low,Medium
Manipur,2019,11,17,120.58,26.63,22.09,22.08,-68.92,Low,Medium
Manipur,2020,11,17,259.36,66.31,25.57,25.57,115.09,Low,Medium
Manipur,2021,11,17,7.89,2.06,26.08,26.11,-96.96,Low,Medium
Manipur,2022,11,17,912.47,240.32,26.34,26.34,11464.89,Medium,Medium
Manipur,2023,11,17,372.16,101.64,27.31,27.31,-59.21,Low,Low
Manipur,2024,11,17,894.71,238.95,26.71,26.71,140.41,Medium,Low
Manipur,2017,12,17,201.7,19.09,9.46,9.46,0.0,Low,High
Manipur,2018,12,17,522.1,109.98,21.06,21.06,158.85,Low,High
Manipur,2019,12,17,634.12,148.81,23.47,23.47,21.46,Low,Medium
Manipur,2020,12,17,735.93,205.61,27.94,27.94,16.06,Medium,Low
Manipur,2021,12,17,639.54,147.82,23.11,23.11,-13.1,Low,Medium
Manipur,2022,12,17,258.22,68.95,26.7,26.7,-59.62,Low,Low
Manipur,2023,12,17,2278.12,608.53,26.71,26.71,782.24,Medium,Low
Manipur,2024,12,17,910.99,216.02,23.71,23.71,-60.01,Medium,Medium
Meghalaya,2017,1,20,1465.81,141.15,9.63,9.63,0.0,Medium,High
Meghalaya,2018,1,20,230.92,49.73,21.53,21.54,-84.25,Low,High
Meghalaya,2019,1,20,205.71,44.37,21.57,21.57,-10.92,Low,High
Meghalaya,2020,1,20,469.52,121.94,25.97,25.97,128.24,Low,Medium
Meghalaya,2021,1,20,510.01,121.4,23.8,23.8,8.62,Low,Medium
Meghalaya,2022,1,20,1881.43,496.26,26.38,26.38,268.9,Medium,Medium
Meghalaya,2023,1,20,1208.04,307.73,25.47,25.47,-35.79,Medium,Medium
Meghalaya,2024,1,20,2139.42,605.79,28.32,28.32,77.1,Medium,Low
Meghalaya,2017,2,20,243.06,25.93,10.67,10.67,0.0,Low,High
Meghalaya,2018,2,20,1565.3,331.94,21.21,21.21,544.0,Medium,High
Meghalaya,2019,2,20,1653.43,372.14,22.51,22.51,5.63,Medium,Medium
Meghalaya,2020,2,20,527.73,135.18,25.61,25.62,-68.08,Low,Medium
Meghalaya,2021,2,20,599.11,168.74,28.17,28.17,13.53,Low,Low
Meghalaya,2022,2,20,1640.5,413.8,25.22,25.22,173.82,Medium,Medium
Meghalaya,2023,2,20,1060.22,273.56,25.8,25.8,-35.37,Medium,Medium
Meghalaya,2024,2,20,889.95,215.1,24.17,24.17,-16.06,Medium,Medium
Meghalaya,2017,3,20,215.0,22.1,10.28,10.28,0.0,Low,High
Meghalaya,2018,3,20,253.79,50.88,20.05,20.05,18.04,Low,High
Meghalaya,2019,3,20,199.34,42.13,21.13,21.13,-21.45,Low,High
Meghalaya,2020,3,20,547.77,142.67,26.05,26.05,174.79,Low,Medium
Meghalaya,2021,3,20,1041.61,270.96,26.01,26.01,90.15,Medium,Medium
Meghalaya,2022,3,20,780.76,212.06,27.16,27.16,-25.04,Medium,Low
Meghalaya,2023,3,20,405.65,105.59,26.03,26.03,-48.04,Low,Medium
Meghalaya,2024,3,20,968.67,257.4,26.57,26.57,138.79,Medium,Medium
Meghalaya,2017,4,20,350.5,36.14,10.31,10.31,0.0,Low,High
Meghalaya,2018,4,20,481.77,103.91,21.57,21.57,37.45,Low,High
Meghalaya,2019,4,20,252.28,56.19,22.27,22.27,-47.63,Low,Medium
Meghalaya,2020,4,20,188.04,50.91,27.07,27.07,-25.46,Low,Low
Meghalaya,2021,4,20,2104.31,562.95,26.75,26.75,1019.08,Medium,Low
Meghalaya,2022,4,20,906.66,234.72,25.89,25.89,-56.91,Medium,Medium
Meghalaya,2023,4,20,579.51,159.47,27.52,27.52,-36.08,Low,Low
Meghalaya,2024,4,20,1268.43,335.82,26.48,26.48,118.88,Medium,Medium
Meghalaya,2017,5,20,583.03,56.97,9.77,9.77,0.0,Low,High
Meghalaya,2018,5,20,160.19,34.93,21.8,21.81,-72.52,Low,Medium
Meghalaya,2019,5,20,264.57,61.27,23.16,23.16,65.16,Low,Medium
Meghalaya,2020,5,20,998.42,261.21,26.16,26.16,277.37,Medium,Medium
Meghalaya,2021,5,20,1762.99,467.91,26.54,26.54,76.58,Medium,Medium
Meghalaya,2022,5,20,1466.77,363.84,24.81,24.81,-16.8,Medium,Medium
Meghalaya,2023,5,20,1775.62,467.08,26.3,26.31,21.06,Medium,Medium
Meghalaya,2024,5,20,1541.94,427.73,27.74,27.74,-13.16,Medium,Low
Meghalaya,2017,6,20,809.63,76.57,9.46,9.46,0.0,Medium,High
Meghalaya,2018,6,20,135.77,27.99,20.61,20.62,-83.23,Low,High
Meghalaya,2019,6,20,536.31,114.76,21.4,21.4,295.01,Low,High
Meghalaya,2020,6,20,904.86,227.41,25.13,25.13,68.72,Medium,Medium
Meghalaya,2021,6,20,190.1,47.77,25.13,25.13,-78.99,Low,Medium
Meghalaya,2022,6,20,627.31,158.35,25.24,25.24,229.99,Low,Medium
Meghalaya,2023,6,20,471.04,127.59,27.09,27.09,-24.91,Low,Low
Meghalaya,2024,6,20,324.65,87.38,26.91,26.92,-31.08,Low,Low
Meghalaya,2017,7,20,105.54,10.47,9.92,9.92,0.0,Low,High
Meghalaya,2018,7,20,502.17,98.92,19.7,19.7,375.81,Low,High
Meghalaya,2019,7,20,185.51,41.87,22.57,22.57,-63.06,Low,Medium
Meghalaya,2020,7,20,1181.8,320.51,27.12,27.12,537.05,Medium,Low
Meghalaya,2021,7,20,637.08,158.46,24.87,24.87,-46.09,Low,Medium
Meghalaya,2022,7,20,1544.53,443.5,28.71,28.71,142.44,Medium,Low
Meghalaya,2023,7,20,2655.28,682.54,25.7,25.71,71.92,Medium,Medium
Meghalaya,2024,7,20,2686.99,661.11,24.6,24.6,1.19,Medium,Medium
Meghalaya,2017,8,20,175.68,17.15,9.76,9.76,0.0,Low,High
Meghalaya,2018,8,20,969.01,218.73,22.57,22.57,451.58,Medium,Medium
